------ZERO LAYER RESULTS-------
PREDICTED: 17.111130305081325, ACTUAL: 25.0
PREDICTED: 10.929426630312424, ACTUAL: 14.0
PREDICTED: 13.116665558571551, ACTUAL: 14.0
PREDICTED: 9.685073361972872, ACTUAL: 14.0
PREDICTED: 11.768576615022162, ACTUAL: 14.0
PREDICTED: 12.19766474417509, ACTUAL: 14.0
PREDICTED: 8.925914104510706, ACTUAL: 14.0
PREDICTED: 15.643675031482381, ACTUAL: 14.0
PREDICTED: 11.077752303393094, ACTUAL: 14.0
PREDICTED: 11.224864212234372, ACTUAL: 14.0
PREDICTED: 9.443426957051638, ACTUAL: 14.0
PREDICTED: 12.44902111727706, ACTUAL: 14.0
PREDICTED: 11.43206300938699, ACTUAL: 14.0
PREDICTED: 13.70759781390413, ACTUAL: 14.0
PREDICTED: 18.252010211999185, ACTUAL: 14.0
PREDICTED: 13.436892270781952, ACTUAL: 14.0
PREDICTED: 10.965775624644928, ACTUAL: 14.0
PREDICTED: 10.135212879202147, ACTUAL: 14.0
PREDICTED: 7.694569726134109, ACTUAL: 14.0
PREDICTED: 13.731087274710273, ACTUAL: 14.0
PREDICTED: 9.972850162166402, ACTUAL: 14.0
PREDICTED: 12.942915249953053, ACTUAL: 14.0
PREDICTED: 17.029252139562114, ACTUAL: 14.0
PREDICTED: 10.532534715398752, ACTUAL: 14.0
PREDICTED: 12.48116470118536, ACTUAL: 13.0
PREDICTED: 12.637643350380008, ACTUAL: 13.0
PREDICTED: 13.041140626125586, ACTUAL: 13.0
PREDICTED: 10.985846915004437, ACTUAL: 13.0
PREDICTED: 11.357609760030925, ACTUAL: 13.0
PREDICTED: 8.802936775300818, ACTUAL: 13.0
PREDICTED: 9.430886499629157, ACTUAL: 13.0
PREDICTED: 11.707352629839896, ACTUAL: 13.0
PREDICTED: 12.73346108356272, ACTUAL: 13.0
PREDICTED: 11.6918996891288, ACTUAL: 13.0
PREDICTED: 14.905683610915474, ACTUAL: 13.0
PREDICTED: 5.7938831478249515, ACTUAL: 13.0
PREDICTED: 7.6929938026463685, ACTUAL: 13.0
PREDICTED: 12.182910397327287, ACTUAL: 13.0
PREDICTED: 10.2228176492149, ACTUAL: 13.0
PREDICTED: 11.262033067793038, ACTUAL: 13.0
PREDICTED: 9.406883939044794, ACTUAL: 13.0
PREDICTED: 11.772915509627822, ACTUAL: 13.0
PREDICTED: 12.0583750680578, ACTUAL: 13.0
PREDICTED: 13.461161861476297, ACTUAL: 13.0
PREDICTED: 16.325808507290652, ACTUAL: 13.0
PREDICTED: 13.326879616991924, ACTUAL: 13.0
PREDICTED: 12.298014894448366, ACTUAL: 13.0
PREDICTED: 8.469384648551312, ACTUAL: 13.0
PREDICTED: 12.168408327832953, ACTUAL: 13.0
PREDICTED: 11.496813878652013, ACTUAL: 13.0
PREDICTED: 11.49682155907642, ACTUAL: 13.0
PREDICTED: 11.594659024930046, ACTUAL: 13.0
PREDICTED: 8.333331971321424, ACTUAL: 13.0
PREDICTED: 9.16269196887673, ACTUAL: 13.0
PREDICTED: 11.79268213177334, ACTUAL: 13.0
PREDICTED: 14.161168110856986, ACTUAL: 13.0
PREDICTED: 15.51437853725715, ACTUAL: 13.0
PREDICTED: 12.801545409861625, ACTUAL: 13.0
PREDICTED: 10.49006283493695, ACTUAL: 13.0
PREDICTED: 12.782408626343493, ACTUAL: 13.0
PREDICTED: 10.432444627627358, ACTUAL: 12.0
PREDICTED: 10.559590922787145, ACTUAL: 12.0
PREDICTED: 10.091852497017644, ACTUAL: 12.0
PREDICTED: 13.402389816350103, ACTUAL: 12.0
PREDICTED: 13.678547335197225, ACTUAL: 12.0
PREDICTED: 12.072508171693812, ACTUAL: 12.0
PREDICTED: 9.598934818609159, ACTUAL: 12.0
PREDICTED: 9.407322014012411, ACTUAL: 12.0
PREDICTED: 10.25009463626627, ACTUAL: 12.0
PREDICTED: 10.042388535564644, ACTUAL: 12.0
PREDICTED: 9.465999702698078, ACTUAL: 12.0
PREDICTED: 8.998331638230246, ACTUAL: 12.0
PREDICTED: 10.497221299595582, ACTUAL: 12.0
PREDICTED: 13.274729500981646, ACTUAL: 12.0
PREDICTED: 9.032906362580077, ACTUAL: 12.0
PREDICTED: 11.044531406605415, ACTUAL: 12.0
PREDICTED: 14.215895082439221, ACTUAL: 12.0
PREDICTED: 12.705199007307213, ACTUAL: 12.0
PREDICTED: 10.058200067435383, ACTUAL: 12.0
PREDICTED: 8.965251768076284, ACTUAL: 12.0
PREDICTED: 10.46866764101786, ACTUAL: 12.0
PREDICTED: 12.48163458169924, ACTUAL: 12.0
PREDICTED: 11.504330242978913, ACTUAL: 12.0
PREDICTED: 13.892703358698236, ACTUAL: 12.0
PREDICTED: 12.085283698036502, ACTUAL: 12.0
PREDICTED: 10.09159158413141, ACTUAL: 12.0
PREDICTED: 11.538955785987934, ACTUAL: 12.0
PREDICTED: 11.411101214075966, ACTUAL: 12.0
PREDICTED: 7.628359606064439, ACTUAL: 12.0
PREDICTED: 9.207499571759174, ACTUAL: 12.0
PREDICTED: 11.926454805609213, ACTUAL: 12.0
PREDICTED: 11.033295477005794, ACTUAL: 12.0
PREDICTED: 11.608135444011133, ACTUAL: 12.0
PREDICTED: 12.835159071789999, ACTUAL: 12.0
PREDICTED: 12.947793282580893, ACTUAL: 12.0
PREDICTED: 13.944319689407346, ACTUAL: 12.0
PREDICTED: 10.497792231911, ACTUAL: 12.0
PREDICTED: 8.781071290339822, ACTUAL: 12.0
PREDICTED: 8.320469685583216, ACTUAL: 12.0
PREDICTED: 12.4677074786748, ACTUAL: 12.0
PREDICTED: 12.565464286188996, ACTUAL: 12.0
PREDICTED: 12.151932292015161, ACTUAL: 12.0
PREDICTED: 12.96766366477987, ACTUAL: 12.0
PREDICTED: 9.685823347978214, ACTUAL: 12.0
PREDICTED: 10.878331673196083, ACTUAL: 12.0
PREDICTED: 10.208579328643033, ACTUAL: 12.0
PREDICTED: 12.300536190527401, ACTUAL: 12.0
PREDICTED: 16.805662251819076, ACTUAL: 12.0
PREDICTED: 10.409454621887745, ACTUAL: 11.0
PREDICTED: 17.413212942395255, ACTUAL: 11.0
PREDICTED: 10.158082727530068, ACTUAL: 11.0
PREDICTED: 12.381603522973936, ACTUAL: 11.0
PREDICTED: 9.05972083373219, ACTUAL: 11.0
PREDICTED: 11.472346035780182, ACTUAL: 11.0
PREDICTED: 11.195304402327658, ACTUAL: 11.0
PREDICTED: 11.686234998621531, ACTUAL: 11.0
PREDICTED: 10.855749077997876, ACTUAL: 11.0
PREDICTED: 10.423556360329972, ACTUAL: 11.0
PREDICTED: 13.008012996218854, ACTUAL: 11.0
PREDICTED: 8.870959157706716, ACTUAL: 11.0
PREDICTED: 7.928635837111654, ACTUAL: 11.0
PREDICTED: 11.945416964951967, ACTUAL: 11.0
PREDICTED: 8.678396745961061, ACTUAL: 11.0
PREDICTED: 10.93129261110761, ACTUAL: 11.0
PREDICTED: 11.633726947810313, ACTUAL: 11.0
PREDICTED: 12.708358705202093, ACTUAL: 11.0
PREDICTED: 9.837898795416748, ACTUAL: 11.0
PREDICTED: 10.993752944259656, ACTUAL: 11.0
PREDICTED: 7.770651580910609, ACTUAL: 11.0
PREDICTED: 7.758369978127682, ACTUAL: 11.0
PREDICTED: 11.694927927777888, ACTUAL: 11.0
PREDICTED: 10.98448063735424, ACTUAL: 11.0
PREDICTED: 10.75703410344942, ACTUAL: 11.0
PREDICTED: 11.116525633074904, ACTUAL: 11.0
PREDICTED: 10.519708642219538, ACTUAL: 11.0
PREDICTED: 12.874454827699632, ACTUAL: 11.0
PREDICTED: 11.161379062661355, ACTUAL: 11.0
PREDICTED: 11.002512505702096, ACTUAL: 11.0
PREDICTED: 7.954075238219049, ACTUAL: 11.0
PREDICTED: 10.561874222478284, ACTUAL: 11.0
PREDICTED: 13.3974888266165, ACTUAL: 11.0
PREDICTED: 11.128927560347151, ACTUAL: 11.0
PREDICTED: 10.811426146093504, ACTUAL: 11.0
PREDICTED: 9.062673544547625, ACTUAL: 11.0
PREDICTED: 12.485018062933213, ACTUAL: 11.0
PREDICTED: 11.314407925869054, ACTUAL: 11.0
PREDICTED: 9.24089415306282, ACTUAL: 11.0
PREDICTED: 10.598425093952297, ACTUAL: 11.0
PREDICTED: 10.923433633429541, ACTUAL: 11.0
PREDICTED: 10.787201293943546, ACTUAL: 11.0
PREDICTED: 12.873703848215015, ACTUAL: 11.0
PREDICTED: 9.076188543129524, ACTUAL: 11.0
PREDICTED: 10.26597073040331, ACTUAL: 11.0
PREDICTED: 10.779961599892125, ACTUAL: 11.0
PREDICTED: 13.056084966192813, ACTUAL: 11.0
PREDICTED: 10.597109980833519, ACTUAL: 11.0
PREDICTED: 11.116656014491925, ACTUAL: 11.0
PREDICTED: 12.272500397021336, ACTUAL: 11.0
PREDICTED: 10.213429607320247, ACTUAL: 11.0
PREDICTED: 10.248887916985105, ACTUAL: 11.0
PREDICTED: 10.725127604715631, ACTUAL: 11.0
PREDICTED: 11.170496071196158, ACTUAL: 11.0
PREDICTED: 13.40577487074815, ACTUAL: 11.0
PREDICTED: 12.28487341414156, ACTUAL: 11.0
PREDICTED: 12.73810055781333, ACTUAL: 11.0
PREDICTED: 11.794883323927762, ACTUAL: 11.0
PREDICTED: 9.824172574575437, ACTUAL: 11.0
PREDICTED: 10.852407955110301, ACTUAL: 11.0
PREDICTED: 9.156297521355217, ACTUAL: 11.0
PREDICTED: 8.753898572540507, ACTUAL: 11.0
PREDICTED: 11.919471550163545, ACTUAL: 11.0
PREDICTED: 15.44751348392018, ACTUAL: 11.0
PREDICTED: 10.962500156668895, ACTUAL: 11.0
PREDICTED: 10.164125166162604, ACTUAL: 11.0
PREDICTED: 8.87659921425807, ACTUAL: 11.0
PREDICTED: 11.627017530924302, ACTUAL: 11.0
PREDICTED: 10.811492988312716, ACTUAL: 11.0
PREDICTED: 11.918755627231146, ACTUAL: 11.0
PREDICTED: 11.218328730135688, ACTUAL: 11.0
PREDICTED: 8.095002698418655, ACTUAL: 11.0
PREDICTED: 10.359212982331165, ACTUAL: 11.0
PREDICTED: 10.3253619838299, ACTUAL: 11.0
PREDICTED: 13.623510689790045, ACTUAL: 11.0
PREDICTED: 8.517738404784689, ACTUAL: 11.0
PREDICTED: 10.833519303394157, ACTUAL: 11.0
PREDICTED: 8.142190943608984, ACTUAL: 11.0
PREDICTED: 9.244448863883601, ACTUAL: 11.0
PREDICTED: 7.672041295921383, ACTUAL: 11.0
PREDICTED: 12.498735258692395, ACTUAL: 11.0
PREDICTED: 10.582878088083604, ACTUAL: 11.0
PREDICTED: 9.76254943782506, ACTUAL: 11.0
PREDICTED: 10.842980575491655, ACTUAL: 11.0
PREDICTED: 11.082722997947233, ACTUAL: 11.0
PREDICTED: 9.997154627816972, ACTUAL: 11.0
PREDICTED: 11.879457968479109, ACTUAL: 11.0
PREDICTED: 10.960113203636528, ACTUAL: 11.0
PREDICTED: 11.06797758170921, ACTUAL: 10.0
PREDICTED: 11.243625550060402, ACTUAL: 10.0
PREDICTED: 10.888915805952447, ACTUAL: 10.0
PREDICTED: 11.160747951968649, ACTUAL: 10.0
PREDICTED: 9.168403630609827, ACTUAL: 10.0
PREDICTED: 7.064930872301766, ACTUAL: 10.0
PREDICTED: 10.977011179887079, ACTUAL: 10.0
PREDICTED: 14.696220412664681, ACTUAL: 10.0
PREDICTED: 9.09215591253249, ACTUAL: 10.0
PREDICTED: 9.466002755972113, ACTUAL: 10.0
PREDICTED: 11.067018089974964, ACTUAL: 10.0
PREDICTED: 10.306996473766457, ACTUAL: 10.0
PREDICTED: 11.738765074340767, ACTUAL: 10.0
PREDICTED: 11.524202367863811, ACTUAL: 10.0
PREDICTED: 12.643079846787217, ACTUAL: 10.0
PREDICTED: 10.63640089373491, ACTUAL: 10.0
PREDICTED: 10.719027905521509, ACTUAL: 10.0
PREDICTED: 9.924247134185238, ACTUAL: 10.0
PREDICTED: 12.03301488881762, ACTUAL: 10.0
PREDICTED: 9.845164078764858, ACTUAL: 10.0
PREDICTED: 8.983153949513527, ACTUAL: 10.0
PREDICTED: 9.81210286995687, ACTUAL: 10.0
PREDICTED: 10.661000066950496, ACTUAL: 10.0
PREDICTED: 11.216032704574266, ACTUAL: 10.0
PREDICTED: 12.112268627204742, ACTUAL: 10.0
PREDICTED: 8.151491311734471, ACTUAL: 10.0
PREDICTED: 7.951635047308704, ACTUAL: 10.0
PREDICTED: 10.692153451541746, ACTUAL: 10.0
PREDICTED: 10.989265933652895, ACTUAL: 10.0
PREDICTED: 10.519745688141295, ACTUAL: 10.0
PREDICTED: 9.730395235949176, ACTUAL: 10.0
PREDICTED: 9.62641067042559, ACTUAL: 10.0
PREDICTED: 9.706286365154078, ACTUAL: 10.0
PREDICTED: 10.734173332272956, ACTUAL: 10.0
PREDICTED: 11.42679069255589, ACTUAL: 10.0
PREDICTED: 10.390060063136573, ACTUAL: 10.0
PREDICTED: 9.539011630367067, ACTUAL: 10.0
PREDICTED: 10.301027572996272, ACTUAL: 10.0
PREDICTED: 9.59093644862693, ACTUAL: 10.0
PREDICTED: 8.98082641253955, ACTUAL: 10.0
PREDICTED: 9.892772406065628, ACTUAL: 10.0
PREDICTED: 10.947607828393512, ACTUAL: 10.0
PREDICTED: 9.36746918754076, ACTUAL: 10.0
PREDICTED: 9.749583684989087, ACTUAL: 10.0
PREDICTED: 10.540983656016245, ACTUAL: 10.0
PREDICTED: 11.401894070623449, ACTUAL: 10.0
PREDICTED: 7.533593841040979, ACTUAL: 10.0
PREDICTED: 7.983374433158952, ACTUAL: 10.0
PREDICTED: 9.394471108315832, ACTUAL: 10.0
PREDICTED: 7.427869133168884, ACTUAL: 10.0
PREDICTED: 9.009222694976454, ACTUAL: 10.0
PREDICTED: 9.528141347746335, ACTUAL: 10.0
PREDICTED: 9.707033100315726, ACTUAL: 10.0
PREDICTED: 10.650549578939758, ACTUAL: 10.0
PREDICTED: 10.111379688911448, ACTUAL: 10.0
PREDICTED: 15.584574821420173, ACTUAL: 10.0
PREDICTED: 11.951342830129999, ACTUAL: 10.0
PREDICTED: 9.596202397890188, ACTUAL: 10.0
PREDICTED: 12.680920505287306, ACTUAL: 10.0
PREDICTED: 13.76233188794366, ACTUAL: 10.0
PREDICTED: 10.210693853481764, ACTUAL: 10.0
PREDICTED: 9.171457056359536, ACTUAL: 10.0
PREDICTED: 9.363920952593123, ACTUAL: 10.0
PREDICTED: 9.230750299204916, ACTUAL: 10.0
PREDICTED: 9.638400427644545, ACTUAL: 10.0
PREDICTED: 8.140830506648683, ACTUAL: 10.0
PREDICTED: 9.187440932534829, ACTUAL: 10.0
PREDICTED: 11.477863396840348, ACTUAL: 10.0
PREDICTED: 11.23679598278902, ACTUAL: 10.0
PREDICTED: 8.659948557736149, ACTUAL: 10.0
PREDICTED: 10.0372808725154, ACTUAL: 10.0
PREDICTED: 9.470708861353957, ACTUAL: 10.0
PREDICTED: 9.34060996269433, ACTUAL: 10.0
PREDICTED: 8.900530598226933, ACTUAL: 10.0
PREDICTED: 9.78049492931173, ACTUAL: 10.0
PREDICTED: 11.783311798678568, ACTUAL: 10.0
PREDICTED: 10.624011106291295, ACTUAL: 10.0
PREDICTED: 9.778912918256925, ACTUAL: 10.0
PREDICTED: 10.19187949729014, ACTUAL: 10.0
PREDICTED: 11.996854847141222, ACTUAL: 10.0
PREDICTED: 10.243083903929193, ACTUAL: 10.0
PREDICTED: 10.946720928989487, ACTUAL: 10.0
PREDICTED: 11.607837739874878, ACTUAL: 10.0
PREDICTED: 9.750705935500966, ACTUAL: 10.0
PREDICTED: 9.12096861583284, ACTUAL: 10.0
PREDICTED: 9.695806064588027, ACTUAL: 10.0
PREDICTED: 6.829174515968511, ACTUAL: 10.0
PREDICTED: 8.846666330430788, ACTUAL: 10.0
PREDICTED: 10.171002173418856, ACTUAL: 10.0
PREDICTED: 9.553764799864604, ACTUAL: 10.0
PREDICTED: 9.88448267873532, ACTUAL: 10.0
PREDICTED: 12.698940295511033, ACTUAL: 10.0
PREDICTED: 11.750362408399685, ACTUAL: 10.0
PREDICTED: 11.378074442241221, ACTUAL: 10.0
PREDICTED: 11.75163851057875, ACTUAL: 10.0
PREDICTED: 11.46145166301179, ACTUAL: 10.0
PREDICTED: 10.363644442465107, ACTUAL: 10.0
PREDICTED: 9.502897858669861, ACTUAL: 10.0
PREDICTED: 9.51861974220256, ACTUAL: 10.0
PREDICTED: 8.270655965409931, ACTUAL: 10.0
PREDICTED: 8.698991079039828, ACTUAL: 10.0
PREDICTED: 10.72654254260311, ACTUAL: 10.0
PREDICTED: 8.232359651261248, ACTUAL: 10.0
PREDICTED: 9.491072457907267, ACTUAL: 10.0
PREDICTED: 9.878017482557434, ACTUAL: 10.0
PREDICTED: 9.755062871513008, ACTUAL: 10.0
PREDICTED: 10.223649908660011, ACTUAL: 10.0
PREDICTED: 12.983682172458682, ACTUAL: 10.0
PREDICTED: 11.668929838279666, ACTUAL: 10.0
PREDICTED: 10.024286946979831, ACTUAL: 10.0
PREDICTED: 11.742789902768084, ACTUAL: 10.0
PREDICTED: 9.136417948381402, ACTUAL: 10.0
PREDICTED: 9.206607002926956, ACTUAL: 10.0
PREDICTED: 10.532210745743095, ACTUAL: 10.0
PREDICTED: 8.958229912758728, ACTUAL: 9.0
PREDICTED: 11.979578688097462, ACTUAL: 9.0
PREDICTED: 10.227599883967496, ACTUAL: 9.0
PREDICTED: 8.70734084472256, ACTUAL: 9.0
PREDICTED: 8.759191858110782, ACTUAL: 9.0
PREDICTED: 10.547282102997007, ACTUAL: 9.0
PREDICTED: 11.271128949371123, ACTUAL: 9.0
PREDICTED: 5.785984360941326, ACTUAL: 9.0
PREDICTED: 9.57899232674086, ACTUAL: 9.0
PREDICTED: 9.739596299516306, ACTUAL: 9.0
PREDICTED: 8.366520384512132, ACTUAL: 9.0
PREDICTED: 9.261819434153098, ACTUAL: 9.0
PREDICTED: 9.292419074867471, ACTUAL: 9.0
PREDICTED: 10.222442006267087, ACTUAL: 9.0
PREDICTED: 6.606011736309911, ACTUAL: 9.0
PREDICTED: 11.33102969409796, ACTUAL: 9.0
PREDICTED: 9.59164330782102, ACTUAL: 9.0
PREDICTED: 7.841536634221157, ACTUAL: 9.0
PREDICTED: 8.366852685861078, ACTUAL: 9.0
PREDICTED: 9.363663915311422, ACTUAL: 9.0
PREDICTED: 9.588173902261403, ACTUAL: 9.0
PREDICTED: 8.569161348451898, ACTUAL: 9.0
PREDICTED: 6.620996704327913, ACTUAL: 9.0
PREDICTED: 8.49470904647147, ACTUAL: 9.0
PREDICTED: 10.041601751050242, ACTUAL: 9.0
PREDICTED: 9.045034656537556, ACTUAL: 9.0
PREDICTED: 7.931287513013579, ACTUAL: 9.0
PREDICTED: 7.681957654891024, ACTUAL: 9.0
PREDICTED: 9.982293973278747, ACTUAL: 9.0
PREDICTED: 9.16262556999213, ACTUAL: 9.0
PREDICTED: 11.031997571743528, ACTUAL: 9.0
PREDICTED: 9.784458940499817, ACTUAL: 9.0
PREDICTED: 11.100449431333601, ACTUAL: 9.0
PREDICTED: 9.793983377470937, ACTUAL: 9.0
PREDICTED: 10.582811349963244, ACTUAL: 9.0
PREDICTED: 7.508034680603444, ACTUAL: 9.0
PREDICTED: 10.173346071090325, ACTUAL: 9.0
PREDICTED: 8.269371584393564, ACTUAL: 9.0
PREDICTED: 9.348769539777434, ACTUAL: 9.0
PREDICTED: 8.97278700626241, ACTUAL: 9.0
PREDICTED: 11.320251090616678, ACTUAL: 9.0
PREDICTED: 8.294186805110225, ACTUAL: 9.0
PREDICTED: 10.234394034555823, ACTUAL: 9.0
PREDICTED: 9.895783104993052, ACTUAL: 9.0
PREDICTED: 7.986467495551145, ACTUAL: 9.0
PREDICTED: 8.043528918018064, ACTUAL: 9.0
PREDICTED: 10.08397202765482, ACTUAL: 9.0
PREDICTED: 8.123874859406552, ACTUAL: 9.0
PREDICTED: 8.282387138331213, ACTUAL: 9.0
PREDICTED: 8.091176907433963, ACTUAL: 9.0
PREDICTED: 9.673141037355506, ACTUAL: 9.0
PREDICTED: 10.267794953293233, ACTUAL: 9.0
PREDICTED: 9.854867150586461, ACTUAL: 9.0
PREDICTED: 9.478409817084865, ACTUAL: 9.0
PREDICTED: 8.976997597608403, ACTUAL: 9.0
PREDICTED: 8.144212361373413, ACTUAL: 9.0
PREDICTED: 7.836185572629148, ACTUAL: 9.0
PREDICTED: 9.376136663952078, ACTUAL: 9.0
PREDICTED: 11.389537726963816, ACTUAL: 9.0
PREDICTED: 8.933645907819034, ACTUAL: 9.0
PREDICTED: 10.287620752353916, ACTUAL: 9.0
PREDICTED: 10.066378034168462, ACTUAL: 9.0
PREDICTED: 8.822696654000655, ACTUAL: 9.0
PREDICTED: 8.994150972356206, ACTUAL: 9.0
PREDICTED: 9.31166323613521, ACTUAL: 9.0
PREDICTED: 11.422868839676969, ACTUAL: 9.0
PREDICTED: 11.842680228600235, ACTUAL: 9.0
PREDICTED: 11.782480890912705, ACTUAL: 9.0
PREDICTED: 8.97626844448649, ACTUAL: 9.0
PREDICTED: 8.761734525551658, ACTUAL: 9.0
PREDICTED: 8.707702298463396, ACTUAL: 9.0
PREDICTED: 7.931644544401913, ACTUAL: 9.0
PREDICTED: 10.109863950902419, ACTUAL: 9.0
PREDICTED: 9.122187102095829, ACTUAL: 9.0
PREDICTED: 10.908607571498544, ACTUAL: 9.0
PREDICTED: 12.933559372239513, ACTUAL: 9.0
PREDICTED: 10.890095167215083, ACTUAL: 9.0
PREDICTED: 11.954096505420086, ACTUAL: 9.0
PREDICTED: 9.60207944309336, ACTUAL: 9.0
PREDICTED: 8.90923022593497, ACTUAL: 9.0
PREDICTED: 9.54436740842554, ACTUAL: 9.0
PREDICTED: 9.048648741390767, ACTUAL: 9.0
PREDICTED: 8.367877530516797, ACTUAL: 9.0
PREDICTED: 10.484081972751373, ACTUAL: 9.0
PREDICTED: 10.248674147998225, ACTUAL: 9.0
PREDICTED: 7.761572955840835, ACTUAL: 9.0
PREDICTED: 7.040936627217755, ACTUAL: 9.0
PREDICTED: 9.831141297110584, ACTUAL: 9.0
PREDICTED: 10.979744369239715, ACTUAL: 9.0
PREDICTED: 10.452103541202247, ACTUAL: 9.0
PREDICTED: 8.672376388674174, ACTUAL: 9.0
PREDICTED: 9.690876274949186, ACTUAL: 9.0
PREDICTED: 7.91161305622413, ACTUAL: 9.0
PREDICTED: 8.418047141250899, ACTUAL: 9.0
PREDICTED: 10.084817758616826, ACTUAL: 9.0
PREDICTED: 6.97307468607539, ACTUAL: 9.0
PREDICTED: 11.856737125364042, ACTUAL: 9.0
PREDICTED: 10.559399724783345, ACTUAL: 9.0
PREDICTED: 8.825036838931965, ACTUAL: 9.0
PREDICTED: 9.641352206254112, ACTUAL: 9.0
PREDICTED: 9.361758035941994, ACTUAL: 9.0
PREDICTED: 8.31113227834042, ACTUAL: 9.0
PREDICTED: 8.07854883248523, ACTUAL: 9.0
PREDICTED: 11.796332157413913, ACTUAL: 9.0
PREDICTED: 8.641191489605458, ACTUAL: 9.0
PREDICTED: 10.55257392923134, ACTUAL: 9.0
PREDICTED: 12.44257972096674, ACTUAL: 9.0
PREDICTED: 11.219359932588764, ACTUAL: 9.0
PREDICTED: 9.47271501375192, ACTUAL: 9.0
PREDICTED: 9.062658137284378, ACTUAL: 9.0
PREDICTED: 8.328105368980635, ACTUAL: 9.0
PREDICTED: 9.887727815714959, ACTUAL: 9.0
PREDICTED: 7.6097423163907205, ACTUAL: 9.0
PREDICTED: 7.16631435956805, ACTUAL: 9.0
PREDICTED: 9.632288117572562, ACTUAL: 9.0
PREDICTED: 11.12512215328238, ACTUAL: 9.0
PREDICTED: 11.797579790080611, ACTUAL: 9.0
PREDICTED: 12.151558445036185, ACTUAL: 9.0
PREDICTED: 10.668879508524126, ACTUAL: 9.0
PREDICTED: 11.760884595021546, ACTUAL: 9.0
PREDICTED: 9.590540341911533, ACTUAL: 9.0
PREDICTED: 9.416485157652586, ACTUAL: 9.0
PREDICTED: 12.442375734673513, ACTUAL: 9.0
